"Gender","Item Purchased","Category","Purchase Amount (USD)","Location","Size","Season","Payment Method","Frequency of Purchases"
"Male","Sweater","Clothing","68","Georgia","L","Fall","Debit Card","Every 3 Months"
"Male","Sunglasses","Accessories","95","Maryland","M","Winter","Debit Card","Annually"
"Male","Hat","Accessories","22","Connecticut","L","Spring","PayPal","Quarterly"
"Male","Gloves","Accessories","88","Washington","M","Fall","Venmo","Every 3 Months"
"Male","Socks","Clothing","83","California","M","Summer","Bank Transfer","Quarterly"
"Male","Handbag","Accessories","87","Montana","L","Spring","Cash","Every 3 Months"
"Male","Coat","Outerwear","57","Idaho","M","Summer","Credit Card","Every 3 Months"
"Male","Coat","Outerwear","88","Pennsylvania","XL","Summer","Credit Card","Monthly"
"Male","Pants","Clothing","20","Maine","L","Winter","Debit Card","Annually"
"Male","Belt","Accessories","39","Montana","L","Summer","Venmo","Monthly"
"Male","Sunglasses","Accessories","71","New Jersey","S","Spring","Credit Card","Fortnightly"
"Male","Hoodie","Clothing","73","Louisiana","L","Winter","Debit Card","Fortnightly"
"Male","Handbag","Accessories","63","Maine","M","Summer","Cash","Weekly"
"Male","Gloves","Accessories","78","Florida","L","Winter","Cash","Bi-Weekly"
"Male","Skirt","Clothing","96","Missouri","L","Fall","Debit Card","Annually"
"Male","Sunglasses","Accessories","81","North Dakota","M","Winter","Bank Transfer","Quarterly"
"Male","Dress","Clothing","95","Connecticut","S","Fall","Bank Transfer","Quarterly"
"Male","Gloves","Accessories","68","Virginia","M","Spring","PayPal","Monthly"
"Male","Sneakers","Footwear","28","Montana","L","Spring","Bank Transfer","Every 3 Months"
"Male","T-shirt","Clothing","30","Vermont","L","Summer","Cash","Every 3 Months"
"Male","Dress","Clothing","31","Georgia","M","Summer","Bank Transfer","Fortnightly"
"Male","Handbag","Accessories","95","Virginia","XL","Winter","Bank Transfer","Every 3 Months"
"Male","Socks","Clothing","79","Vermont","M","Winter","Debit Card","Quarterly"
"Male","Sneakers","Footwear","39","Montana","L","Winter","Debit Card","Annually"
"Male","Jacket","Outerwear","34","New Jersey","M","Summer","Bank Transfer","Monthly"
"Male","Hoodie","Clothing","28","Wyoming","L","Spring","Credit Card","Annually"
"Male","Sandals","Footwear","38","Maine","XL","Winter","PayPal","Monthly"
"Male","Shoes","Footwear","55","New Mexico","M","Spring","Debit Card","Every 3 Months"
"Male","Sandals","Footwear","31","Colorado","M","Winter","Debit Card","Fortnightly"
"Male","Coat","Outerwear","84","Connecticut","S","Spring","Venmo","Fortnightly"
"Male","Gloves","Accessories","93","Maryland","L","Winter","Credit Card","Monthly"
"Male","Coat","Outerwear","28","Oregon","L","Winter","Debit Card","Annually"
"Male","Boots","Footwear","55","New York","M","Summer","Cash","Weekly"
"Male","Skirt","Clothing","63","Oklahoma","L","Winter","Bank Transfer","Annually"
"Male","Skirt","Clothing","94","Alabama","M","Winter","Venmo","Bi-Weekly"
"Male","Pants","Clothing","36","North Dakota","M","Fall","Venmo","Bi-Weekly"
"Male","Hat","Accessories","97","Nebraska","S","Spring","Bank Transfer","Annually"
"Male","Backpack","Accessories","63","Arizona","L","Summer","PayPal","Every 3 Months"
"Male","Scarf","Accessories","77","Illinois","S","Spring","Credit Card","Bi-Weekly"
"Male","Scarf","Accessories","53","South Carolina","XL","Fall","Venmo","Monthly"
"Male","Shirt","Clothing","77","Kansas","M","Spring","PayPal","Every 3 Months"
"Male","Boots","Footwear","79","Kansas","L","Summer","Credit Card","Monthly"
"Male","Coat","Outerwear","37","Idaho","M","Summer","Venmo","Fortnightly"
"Male","Belt","Accessories","94","California","M","Winter","Credit Card","Weekly"
"Male","Boots","Footwear","76","North Dakota","S","Fall","Cash","Annually"
"Male","Sneakers","Footwear","68","Georgia","S","Fall","PayPal","Quarterly"
"Male","Shirt","Clothing","65","Illinois","L","Spring","Bank Transfer","Quarterly"
"Male","Blouse","Clothing","24","Delaware","M","Summer","Credit Card","Fortnightly"
"Male","Jacket","Outerwear","31","Connecticut","L","Summer","Venmo","Every 3 Months"
"Male","Skirt","Clothing","89","Tennessee","M","Fall","Debit Card","Fortnightly"
"Male","Socks","Clothing","49","Maryland","M","Summer","PayPal","Monthly"
"Male","Sandals","Footwear","92","Rhode Island","XL","Fall","Venmo","Bi-Weekly"
"Male","T-shirt","Clothing","32","New York","S","Winter","Bank Transfer","Every 3 Months"
"Male","Jacket","Outerwear","67","New Mexico","L","Winter","Debit Card","Fortnightly"
"Male","Belt","Accessories","64","California","S","Fall","Cash","Every 3 Months"
"Male","Shoes","Footwear","84","Maine","M","Spring","PayPal","Every 3 Months"
"Male","Blouse","Clothing","34","New York","M","Fall","Credit Card","Every 3 Months"
"Male","Shoes","Footwear","26","Hawaii","M","Winter","Cash","Annually"
"Male","Sweater","Clothing","50","New Hampshire","S","Fall","PayPal","Bi-Weekly"
"Male","Boots","Footwear","46","Nebraska","M","Fall","Bank Transfer","Quarterly"
"Male","Handbag","Accessories","71","Montana","M","Fall","Debit Card","Every 3 Months"
"Male","Blouse","Clothing","78","Wisconsin","M","Summer","Venmo","Monthly"
"Male","Skirt","Clothing","35","Tennessee","S","Winter","Cash","Monthly"
"Male","Backpack","Accessories","58","Montana","M","Summer","Debit Card","Quarterly"
"Male","Shirt","Clothing","67","Michigan","L","Fall","Credit Card","Bi-Weekly"
"Male","Sweater","Clothing","93","Texas","L","Spring","Credit Card","Quarterly"
"Male","Scarf","Accessories","81","Pennsylvania","S","Spring","Bank Transfer","Every 3 Months"
"Male","Handbag","Accessories","80","New York","L","Fall","Venmo","Every 3 Months"
"Male","Scarf","Accessories","64","Alabama","M","Spring","Credit Card","Every 3 Months"
"Male","Jeans","Clothing","41","Virginia","M","Fall","Credit Card","Monthly"
"Male","Socks","Clothing","79","Pennsylvania","XL","Winter","Cash","Bi-Weekly"
"Male","Sunglasses","Accessories","60","Mississippi","L","Winter","PayPal","Quarterly"
"Male","Sneakers","Footwear","91","Wyoming","S","Winter","Venmo","Monthly"
"Male","Shoes","Footwear","66","New Mexico","L","Winter","Credit Card","Fortnightly"
"Male","Socks","Clothing","85","North Dakota","L","Winter","Bank Transfer","Bi-Weekly"
"Male","Sunglasses","Accessories","38","New Jersey","M","Summer","Debit Card","Every 3 Months"
"Male","Sweater","Clothing","23","Vermont","M","Winter","PayPal","Monthly"
"Male","Shoes","Footwear","71","Alaska","M","Spring","Venmo","Weekly"
"Male","Socks","Clothing","25","Indiana","M","Winter","Debit Card","Annually"
"Male","Boots","Footwear","39","Alabama","XL","Spring","PayPal","Fortnightly"
"Male","Hoodie","Clothing","20","Michigan","M","Spring","Debit Card","Every 3 Months"
"Male","Gloves","Accessories","73","Washington","L","Winter","Debit Card","Monthly"
"Male","Backpack","Accessories","63","Virginia","L","Fall","Credit Card","Quarterly"
"Male","Gloves","Accessories","94","Tennessee","XL","Spring","Cash","Weekly"
"Male","Blouse","Clothing","94","South Dakota","L","Fall","Cash","Annually"
"Male","Scarf","Accessories","71","New Hampshire","L","Summer","PayPal","Bi-Weekly"
"Male","Hat","Accessories","77","South Dakota","M","Spring","Debit Card","Monthly"
"Male","Scarf","Accessories","66","Pennsylvania","M","Fall","PayPal","Fortnightly"
"Male","Sandals","Footwear","23","Wisconsin","M","Summer","PayPal","Annually"
"Male","Sweater","Clothing","60","California","M","Spring","Debit Card","Weekly"
"Male","Backpack","Accessories","72","Rhode Island","L","Spring","Bank Transfer","Annually"
"Male","Blouse","Clothing","35","Alabama","L","Winter","PayPal","Quarterly"
"Male","Scarf","Accessories","31","Oklahoma","M","Fall","PayPal","Weekly"
"Male","Socks","Clothing","33","Illinois","L","Summer","Venmo","Monthly"
"Male","Hat","Accessories","95","Tennessee","M","Summer","Debit Card","Monthly"
"Male","Dress","Clothing","68","Alabama","M","Fall","Debit Card","Annually"
"Male","Coat","Outerwear","87","Kansas","M","Spring","Bank Transfer","Every 3 Months"
"Male","Shirt","Clothing","64","Arizona","XL","Winter","Debit Card","Fortnightly"
"Male","Shirt","Clothing","74","Michigan","M","Winter","Bank Transfer","Quarterly"
"Male","Jeans","Clothing","62","Missouri","L","Spring","Cash","Annually"
"Male","Socks","Clothing","97","Louisiana","M","Winter","PayPal","Every 3 Months"
"Male","Sandals","Footwear","47","Connecticut","L","Fall","Debit Card","Fortnightly"
"Male","Blouse","Clothing","83","Connecticut","M","Winter","PayPal","Bi-Weekly"
"Male","Shirt","Clothing","82","Oregon","M","Spring","Venmo","Weekly"
"Male","Sunglasses","Accessories","26","West Virginia","L","Fall","Venmo","Monthly"
"Male","Jacket","Outerwear","81","Florida","M","Winter","Bank Transfer","Fortnightly"
"Male","Dress","Clothing","44","New Hampshire","L","Spring","Cash","Monthly"
"Male","Sunglasses","Accessories","88","Oregon","M","Winter","Credit Card","Bi-Weekly"
"Male","Boots","Footwear","76","Oregon","M","Winter","PayPal","Bi-Weekly"
"Male","Scarf","Accessories","89","Utah","M","Winter","Cash","Weekly"
"Male","Shorts","Clothing","22","Missouri","M","Fall","Debit Card","Weekly"
"Male","Shorts","Clothing","33","West Virginia","L","Winter","Credit Card","Bi-Weekly"
"Male","Jeans","Clothing","97","California","XL","Fall","Debit Card","Quarterly"
"Male","Scarf","Accessories","57","California","M","Winter","PayPal","Weekly"
"Male","Shorts","Clothing","38","Illinois","M","Summer","Credit Card","Bi-Weekly"
"Male","Sneakers","Footwear","55","Hawaii","XL","Fall","Debit Card","Every 3 Months"
"Male","Jewelry","Accessories","37","Washington","L","Spring","Cash","Every 3 Months"
"Male","Shoes","Footwear","43","Wisconsin","M","Summer","PayPal","Monthly"
"Male","Hoodie","Clothing","96","Virginia","M","Summer","Cash","Every 3 Months"
"Male","Jacket","Outerwear","51","Oregon","M","Winter","Bank Transfer","Bi-Weekly"
"Male","Shorts","Clothing","95","Pennsylvania","XL","Fall","Bank Transfer","Weekly"
"Male","Socks","Clothing","26","Virginia","M","Summer","Credit Card","Bi-Weekly"
"Male","Coat","Outerwear","34","Hawaii","XL","Fall","Bank Transfer","Weekly"
"Male","Sandals","Footwear","83","Nebraska","S","Summer","Credit Card","Every 3 Months"
"Male","Backpack","Accessories","24","Alaska","M","Fall","Venmo","Fortnightly"
"Male","Pants","Clothing","69","Michigan","S","Fall","Cash","Every 3 Months"
"Male","Sweater","Clothing","40","North Carolina","M","Fall","Credit Card","Every 3 Months"
"Male","Jacket","Outerwear","87","North Carolina","S","Winter","PayPal","Annually"
"Male","Sneakers","Footwear","46","Minnesota","L","Spring","Debit Card","Every 3 Months"
"Male","Jewelry","Accessories","82","Georgia","M","Winter","Credit Card","Weekly"
"Male","Backpack","Accessories","81","West Virginia","M","Summer","Credit Card","Every 3 Months"
"Male","Jewelry","Accessories","57","Delaware","M","Winter","Bank Transfer","Bi-Weekly"
"Male","Shoes","Footwear","49","North Dakota","S","Summer","Bank Transfer","Quarterly"
"Male","Jacket","Outerwear","42","Florida","M","Fall","Debit Card","Every 3 Months"
"Male","Jacket","Outerwear","26","Oregon","M","Spring","Cash","Quarterly"
"Male","T-shirt","Clothing","38","Idaho","M","Spring","Debit Card","Annually"
"Male","Sneakers","Footwear","57","Virginia","XL","Summer","Credit Card","Fortnightly"
"Male","Jacket","Outerwear","100","North Dakota","XL","Summer","Cash","Quarterly"
"Male","Hoodie","Clothing","73","Alabama","S","Fall","Bank Transfer","Every 3 Months"
"Male","Jacket","Outerwear","66","Hawaii","M","Winter","Venmo","Monthly"
"Male","T-shirt","Clothing","73","Oregon","M","Spring","Cash","Bi-Weekly"
"Male","Gloves","Accessories","45","Utah","M","Spring","Credit Card","Monthly"
"Male","Sneakers","Footwear","27","Hawaii","S","Fall","Cash","Bi-Weekly"
"Male","T-shirt","Clothing","24","Connecticut","M","Fall","Credit Card","Quarterly"
"Male","Sneakers","Footwear","59","Wyoming","XL","Winter","Credit Card","Weekly"
"Male","Jeans","Clothing","20","Delaware","S","Winter","Venmo","Weekly"
"Male","Handbag","Accessories","44","Arkansas","M","Summer","Bank Transfer","Annually"
"Male","Socks","Clothing","90","Indiana","M","Spring","Bank Transfer","Annually"
"Male","Jewelry","Accessories","36","California","M","Fall","Credit Card","Monthly"
"Male","Blouse","Clothing","95","Wyoming","L","Winter","Debit Card","Bi-Weekly"
"Male","Backpack","Accessories","30","South Dakota","M","Spring","Bank Transfer","Bi-Weekly"
"Male","Scarf","Accessories","65","West Virginia","S","Fall","Debit Card","Bi-Weekly"
"Male","Scarf","Accessories","96","Tennessee","M","Summer","Cash","Weekly"
"Male","Shirt","Clothing","65","Alaska","L","Spring","Credit Card","Monthly"
"Male","Pants","Clothing","47","South Dakota","L","Fall","Venmo","Fortnightly"
"Male","Hat","Accessories","25","Tennessee","S","Fall","PayPal","Bi-Weekly"
"Male","Coat","Outerwear","56","Alabama","S","Fall","Venmo","Fortnightly"
"Male","T-shirt","Clothing","76","North Carolina","M","Fall","Venmo","Quarterly"
"Male","Socks","Clothing","60","Oklahoma","M","Fall","Venmo","Monthly"
"Male","Shirt","Clothing","67","New York","L","Winter","Bank Transfer","Every 3 Months"
"Male","Sweater","Clothing","95","Iowa","XL","Spring","Cash","Annually"
"Male","Gloves","Accessories","72","Alaska","M","Winter","Venmo","Annually"
"Male","Belt","Accessories","98","Alaska","L","Spring","Cash","Every 3 Months"
"Male","Jeans","Clothing","83","Nebraska","M","Winter","PayPal","Monthly"
"Male","Handbag","Accessories","37","Delaware","M","Fall","Cash","Quarterly"
"Male","T-shirt","Clothing","85","Texas","L","Fall","Bank Transfer","Weekly"
"Male","Socks","Clothing","36","Missouri","L","Fall","Cash","Weekly"
"Male","Jeans","Clothing","36","Maine","S","Winter","Credit Card","Annually"
"Male","Scarf","Accessories","86","Pennsylvania","L","Summer","Credit Card","Weekly"
"Male","Pants","Clothing","99","Missouri","XL","Spring","Bank Transfer","Bi-Weekly"
"Male","Blouse","Clothing","21","Mississippi","XL","Summer","Cash","Bi-Weekly"
"Male","Jacket","Outerwear","84","Hawaii","L","Winter","Cash","Bi-Weekly"
"Male","Sandals","Footwear","63","Texas","M","Spring","Bank Transfer","Weekly"
"Male","Shorts","Clothing","84","South Dakota","S","Summer","Cash","Annually"
"Male","Shorts","Clothing","72","New Jersey","M","Spring","Credit Card","Annually"
"Male","Skirt","Clothing","21","Connecticut","L","Winter","Venmo","Weekly"
"Male","Sandals","Footwear","92","Maryland","M","Fall","PayPal","Annually"
"Male","Blouse","Clothing","72","Arizona","XL","Fall","Credit Card","Fortnightly"
"Male","Sandals","Footwear","83","Oklahoma","M","Spring","Cash","Annually"
"Male","Shirt","Clothing","73","Utah","M","Summer","Credit Card","Annually"
"Male","Socks","Clothing","98","Arkansas","M","Winter","Cash","Quarterly"
"Male","T-shirt","Clothing","76","North Carolina","M","Fall","Bank Transfer","Quarterly"
"Male","Dress","Clothing","43","California","S","Summer","Venmo","Monthly"
"Male","Hat","Accessories","60","Colorado","M","Summer","Cash","Monthly"
"Male","Gloves","Accessories","40","California","L","Spring","PayPal","Weekly"
"Male","Socks","Clothing","93","Vermont","S","Winter","Bank Transfer","Every 3 Months"
"Male","Dress","Clothing","98","Kansas","S","Fall","Credit Card","Every 3 Months"
"Male","Socks","Clothing","91","Ohio","XL","Summer","Credit Card","Fortnightly"
"Male","Belt","Accessories","92","New Jersey","XL","Fall","Debit Card","Weekly"
"Male","Handbag","Accessories","87","Arizona","S","Winter","Credit Card","Every 3 Months"
"Male","Skirt","Clothing","96","Arizona","S","Fall","Debit Card","Monthly"
"Male","Hoodie","Clothing","97","New Hampshire","M","Summer","Cash","Every 3 Months"
"Male","Blouse","Clothing","55","Louisiana","M","Spring","Bank Transfer","Annually"
"Male","Jeans","Clothing","58","Texas","L","Spring","Credit Card","Fortnightly"
"Male","Boots","Footwear","21","Montana","L","Spring","PayPal","Bi-Weekly"
"Male","Handbag","Accessories","82","New Hampshire","XL","Summer","PayPal","Monthly"
"Male","Coat","Outerwear","34","South Dakota","M","Winter","Venmo","Quarterly"
"Male","Blouse","Clothing","78","Montana","M","Spring","Cash","Every 3 Months"
"Male","Handbag","Accessories","47","North Carolina","M","Spring","Bank Transfer","Monthly"
"Male","Sunglasses","Accessories","96","South Dakota","S","Summer","Bank Transfer","Bi-Weekly"
"Male","Socks","Clothing","23","Maine","S","Fall","Venmo","Every 3 Months"
"Male","Shoes","Footwear","27","Oklahoma","S","Winter","Debit Card","Annually"
"Male","Backpack","Accessories","37","Nebraska","XL","Spring","Credit Card","Every 3 Months"
"Male","Scarf","Accessories","79","Illinois","S","Summer","Credit Card","Weekly"
"Male","Backpack","Accessories","40","Colorado","M","Summer","Bank Transfer","Annually"
"Male","Coat","Outerwear","39","Massachusetts","S","Fall","Cash","Fortnightly"
"Male","Hoodie","Clothing","73","Louisiana","L","Summer","Cash","Quarterly"
"Male","Gloves","Accessories","84","Massachusetts","M","Fall","Cash","Bi-Weekly"
"Male","Shorts","Clothing","94","West Virginia","M","Fall","Venmo","Bi-Weekly"
"Male","Skirt","Clothing","47","Idaho","L","Spring","PayPal","Every 3 Months"
"Male","Boots","Footwear","77","Ohio","M","Summer","Debit Card","Bi-Weekly"
"Male","Shorts","Clothing","94","Rhode Island","M","Winter","Cash","Bi-Weekly"
"Male","Handbag","Accessories","75","Illinois","M","Summer","PayPal","Quarterly"
"Male","Dress","Clothing","82","New York","XL","Spring","Venmo","Annually"
